date,strain,mRNA1,mRNA2,embryoID,channel,xpoint,timepoints,intensity,unique_id,aligned_row
231206,U2OS,gapdh,tnpo1,image01,ch1,156,16.6129,4157.4731,231206_U2OS_gapdh_tnpo1_image01_ch1,65
231206,U2OS,gapdh,tnpo1,image01,ch1,157,16.7201,4215.6909,231206_U2OS_gapdh_tnpo1_image01_ch1,66
231206,U2OS,gapdh,tnpo1,image01,ch1,158,16.8273,4294.6318,231206_U2OS_gapdh_tnpo1_image01_ch1,67
231206,U2OS,gapdh,tnpo1,image01,ch1,159,16.9344,4340.0811,231206_U2OS_gapdh_tnpo1_image01_ch1,68
231206,U2OS,gapdh,tnpo1,image01,ch1,160,17.0416,4354.2222,231206_U2OS_gapdh_tnpo1_image01_ch1,69
231206,U2OS,gapdh,tnpo1,image01,ch1,161,17.1488,4360.1758,231206_U2OS_gapdh_tnpo1_image01_ch1,70
231206,U2OS,gapdh,tnpo1,image01,ch1,162,17.256,4327.7485,231206_U2OS_gapdh_tnpo1_image01_ch1,71
231206,U2OS,gapdh,tnpo1,image01,ch1,163,17.3632,4302.7988,231206_U2OS_gapdh_tnpo1_image01_ch1,72
231206,U2OS,gapdh,tnpo1,image01,ch1,164,17.4703,4299.8984,231206_U2OS_gapdh_tnpo1_image01_ch1,73
231206,U2OS,gapdh,tnpo1,image01,ch1,165,17.5775,4297.5728,231206_U2OS_gapdh_tnpo1_image01_ch1,74
231206,U2OS,gapdh,tnpo1,image01,ch1,166,17.6847,4274.3452,231206_U2OS_gapdh_tnpo1_image01_ch1,75
231206,U2OS,gapdh,tnpo1,image01,ch1,167,17.7919,4257.6792,231206_U2OS_gapdh_tnpo1_image01_ch1,76
231206,U2OS,gapdh,tnpo1,image01,ch1,168,17.8991,4258.8428,231206_U2OS_gapdh_tnpo1_image01_ch1,77
231206,U2OS,gapdh,tnpo1,image01,ch1,169,18.0062,4269.0952,231206_U2OS_gapdh_tnpo1_image01_ch1,78
231206,U2OS,gapdh,tnpo1,image01,ch1,170,18.1134,4278.373,231206_U2OS_gapdh_tnpo1_image01_ch1,79
231206,U2OS,gapdh,tnpo1,image01,ch1,171,18.2206,4270.3027,231206_U2OS_gapdh_tnpo1_image01_ch1,80
